Mes,Unidad,Sucursal,Perspectiva,Indicador,Valor,Unidad de Medida
2024-08,Oficial 021,Sucursal 07,Calidad,Tasa de rechazo,70.12,%
2024-08,Oficial 021,Sucursal 07,Calidad,Cumplimiento de normativa,89.5,Horas
2024-08,Oficial 021,Sucursal 07,Experiencia,Satisfacción del cliente,84.57,Puntos
2024-08,Oficial 021,Sucursal 07,Experiencia,Tasa de reclamos,91.97,%
2024-08,Oficial 021,Sucursal 07,Experiencia,Tiempo de espera,60.11,Horas
2024-08,Oficial 022,Sucursal 08,Eficiencia,Tiempo de procesamiento,73.99,Horas
2024-08,Oficial 022,Sucursal 08,Eficiencia,Clientes atendidos por hora,78.46,Horas
2024-08,Oficial 022,Sucursal 08,Eficiencia,Tasa de errores,71.67,%
2024-08,Oficial 022,Sucursal 08,Calidad,Revisión manual necesaria,80.84,Horas
2024-08,Oficial 022,Sucursal 08,Calidad,Tasa de rechazo,73.53,%
2024-08,Oficial 022,Sucursal 08,Calidad,Cumplimiento de normativa,63.69,Horas
2024-08,Oficial 022,Sucursal 08,Experiencia,Satisfacción del cliente,99.11,Puntos
2024-08,Oficial 022,Sucursal 08,Experiencia,Tasa de reclamos,93.59,%
2024-08,Oficial 022,Sucursal 08,Experiencia,Tiempo de espera,84.47,Horas
2024-08,Oficial 023,Sucursal 08,Eficiencia,Tiempo de procesamiento,79.62,Horas
2024-08,Oficial 023,Sucursal 08,Eficiencia,Clientes atendidos por hora,63.92,Horas
2024-08,Oficial 023,Sucursal 08,Eficiencia,Tasa de errores,65.61,%
2024-08,Oficial 023,Sucursal 08,Calidad,Revisión manual necesaria,88.61,Horas
2024-08,Oficial 023,Sucursal 08,Calidad,Tasa de rechazo,74.98,%
2024-08,Oficial 023,Sucursal 08,Calidad,Cumplimiento de normativa,64.26,Horas
2024-08,Oficial 023,Sucursal 08,Experiencia,Satisfacción del cliente,67.55,Puntos
2024-08,Oficial 023,Sucursal 08,Experiencia,Tasa de reclamos,99.21,%
2024-08,Oficial 023,Sucursal 08,Experiencia,Tiempo de espera,89.25,Horas
2024-08,Oficial 024,Sucursal 08,Eficiencia,Tiempo de procesamiento,86.16,Horas
2024-08,Oficial 024,Sucursal 08,Eficiencia,Clientes atendidos por hora,98.18,Horas
2024-08,Oficial 024,Sucursal 08,Eficiencia,Tasa de errores,99.9,%
2024-08,Oficial 024,Sucursal 08,Calidad,Revisión manual necesaria,70.9,Horas
2024-08,Oficial 024,Sucursal 08,Calidad,Tasa de rechazo,86.76,%
2024-08,Oficial 024,Sucursal 08,Calidad,Cumplimiento de normativa,66.39,Horas
2024-08,Oficial 024,Sucursal 08,Experiencia,Satisfacción del cliente,66.66,Puntos
2024-08,Oficial 024,Sucursal 08,Experiencia,Tasa de reclamos,77.67,%
2024-08,Oficial 024,Sucursal 08,Experiencia,Tiempo de espera,94.15,Horas
2024-08,Oficial 025,Sucursal 09,Eficiencia,Tiempo de procesamiento,77.11,Horas
2024-08,Oficial 025,Sucursal 09,Eficiencia,Clientes atendidos por hora,78.78,Horas
2024-08,Oficial 025,Sucursal 09,Eficiencia,Tasa de errores,61.76,%
2024-08,Oficial 025,Sucursal 09,Calidad,Revisión manual necesaria,78.44,Horas
2024-08,Oficial 025,Sucursal 09,Calidad,Tasa de rechazo,86.55,%
2024-08,Oficial 025,Sucursal 09,Calidad,Cumplimiento de normativa,81.09,Horas
2024-08,Oficial 025,Sucursal 09,Experiencia,Satisfacción del cliente,64.55,Puntos
2024-08,Oficial 025,Sucursal 09,Experiencia,Tasa de reclamos,78.78,%
2024-08,Oficial 025,Sucursal 09,Experiencia,Tiempo de espera,69.2,Horas
2024-08,Oficial 026,Sucursal 09,Eficiencia,Tiempo de procesamiento,64.26,Horas
2024-08,Oficial 026,Sucursal 09,Eficiencia,Clientes atendidos por hora,75.55,Horas
2024-08,Oficial 026,Sucursal 09,Eficiencia,Tasa de errores,71.21,%
2024-08,Oficial 026,Sucursal 09,Calidad,Revisión manual necesaria,86.07,Horas
2024-08,Oficial 026,Sucursal 09,Calidad,Tasa de rechazo,87.04,%
2024-08,Oficial 026,Sucursal 09,Calidad,Cumplimiento de normativa,61.7,Horas
2024-08,Oficial 026,Sucursal 09,Experiencia,Satisfacción del cliente,80.84,Puntos
2024-08,Oficial 026,Sucursal 09,Experiencia,Tasa de reclamos,60.07,%
2024-08,Oficial 026,Sucursal 09,Experiencia,Tiempo de espera,64.4,Horas
2024-08,Oficial 027,Sucursal 09,Eficiencia,Tiempo de procesamiento,72.53,Horas
2024-08,Oficial 027,Sucursal 09,Eficiencia,Clientes atendidos por hora,98.29,Horas
2024-08,Oficial 027,Sucursal 09,Eficiencia,Tasa de errores,71.38,%
2024-08,Oficial 027,Sucursal 09,Calidad,Revisión manual necesaria,85.91,Horas
2024-08,Oficial 027,Sucursal 09,Calidad,Tasa de rechazo,62.13,%
2024-08,Oficial 027,Sucursal 09,Calidad,Cumplimiento de normativa,82.71,Horas
2024-08,Oficial 027,Sucursal 09,Experiencia,Satisfacción del cliente,93.08,Puntos
2024-08,Oficial 027,Sucursal 09,Experiencia,Tasa de reclamos,74.48,%
2024-08,Oficial 027,Sucursal 09,Experiencia,Tiempo de espera,79.73,Horas
2024-08,Oficial 028,Sucursal 10,Eficiencia,Tiempo de procesamiento,88.41,Horas
2024-08,Oficial 028,Sucursal 10,Eficiencia,Clientes atendidos por hora,80.7,Horas
2024-08,Oficial 028,Sucursal 10,Eficiencia,Tasa de errores,97.21,%
2024-08,Oficial 028,Sucursal 10,Calidad,Revisión manual necesaria,99.26,Horas
2024-08,Oficial 028,Sucursal 10,Calidad,Tasa de rechazo,78.36,%
2024-08,Oficial 028,Sucursal 10,Calidad,Cumplimiento de normativa,79.53,Horas
2024-08,Oficial 028,Sucursal 10,Experiencia,Satisfacción del cliente,92.36,Puntos
2024-08,Oficial 028,Sucursal 10,Experiencia,Tasa de reclamos,84.97,%
2024-08,Oficial 028,Sucursal 10,Experiencia,Tiempo de espera,91.8,Horas
2024-08,Oficial 029,Sucursal 10,Eficiencia,Tiempo de procesamiento,70.51,Horas
2024-08,Oficial 029,Sucursal 10,Eficiencia,Clientes atendidos por hora,76.86,Horas
2024-08,Oficial 029,Sucursal 10,Eficiencia,Tasa de errores,88.74,%
2024-08,Oficial 029,Sucursal 10,Calidad,Revisión manual necesaria,75.56,Horas
2024-08,Oficial 029,Sucursal 10,Calidad,Tasa de rechazo,95.46,%
2024-08,Oficial 029,Sucursal 10,Calidad,Cumplimiento de normativa,79.93,Horas
2024-08,Oficial 029,Sucursal 10,Experiencia,Satisfacción del cliente,80.25,Puntos
2024-08,Oficial 029,Sucursal 10,Experiencia,Tasa de reclamos,65.98,%
2024-08,Oficial 029,Sucursal 10,Experiencia,Tiempo de espera,81.44,Horas
2024-08,Oficial 030,Sucursal 10,Eficiencia,Tiempo de procesamiento,84.4,Horas
2024-08,Oficial 030,Sucursal 10,Eficiencia,Clientes atendidos por hora,65.04,Horas
2024-08,Oficial 030,Sucursal 10,Eficiencia,Tasa de errores,70.72,%
2024-08,Oficial 030,Sucursal 10,Calidad,Revisión manual necesaria,94.78,Horas
2024-08,Oficial 030,Sucursal 10,Calidad,Tasa de rechazo,65.4,%
2024-08,Oficial 030,Sucursal 10,Calidad,Cumplimiento de normativa,96.96,Horas
2024-08,Oficial 030,Sucursal 10,Experiencia,Satisfacción del cliente,97.95,Puntos
2024-08,Oficial 030,Sucursal 10,Experiencia,Tasa de reclamos,97.85,%
2024-08,Oficial 030,Sucursal 10,Experiencia,Tiempo de espera,77.39,Horas
2024-08,Oficial 031,Sucursal 11,Eficiencia,Tiempo de procesamiento,87.63,Horas
2024-08,Oficial 031,Sucursal 11,Eficiencia,Clientes atendidos por hora,70.04,Horas
2024-08,Oficial 031,Sucursal 11,Eficiencia,Tasa de errores,80.12,%
2024-08,Oficial 031,Sucursal 11,Calidad,Revisión manual necesaria,94.95,Horas
2024-08,Oficial 031,Sucursal 11,Calidad,Tasa de rechazo,92.73,%
2024-08,Oficial 031,Sucursal 11,Calidad,Cumplimiento de normativa,68.88,Horas
2024-08,Oficial 031,Sucursal 11,Experiencia,Satisfacción del cliente,63.44,Puntos
2024-08,Oficial 031,Sucursal 11,Experiencia,Tasa de reclamos,87.14,%
2024-08,Oficial 031,Sucursal 11,Experiencia,Tiempo de espera,60.91,Horas
2024-08,Oficial 032,Sucursal 11,Eficiencia,Tiempo de procesamiento,71.22,Horas
2024-08,Oficial 032,Sucursal 11,Eficiencia,Clientes atendidos por hora,84.27,Horas
2024-08,Oficial 032,Sucursal 11,Eficiencia,Tasa de errores,93.57,%
2024-08,Oficial 032,Sucursal 11,Calidad,Revisión manual necesaria,86.74,Horas
2024-08,Oficial 032,Sucursal 11,Calidad,Tasa de rechazo,63.47,%
2024-08,Oficial 032,Sucursal 11,Calidad,Cumplimiento de normativa,67.28,Horas
2024-08,Oficial 032,Sucursal 11,Experiencia,Satisfacción del cliente,83.45,Puntos
2024-08,Oficial 032,Sucursal 11,Experiencia,Tasa de reclamos,88.39,%
2024-08,Oficial 032,Sucursal 11,Experiencia,Tiempo de espera,73.54,Horas
2024-08,Oficial 033,Sucursal 11,Eficiencia,Tiempo de procesamiento,83.49,Horas
2024-08,Oficial 033,Sucursal 11,Eficiencia,Clientes atendidos por hora,62.13,Horas
2024-08,Oficial 033,Sucursal 11,Eficiencia,Tasa de errores,63.25,%
2024-08,Oficial 033,Sucursal 11,Calidad,Revisión manual necesaria,70.06,Horas
2024-08,Oficial 033,Sucursal 11,Calidad,Tasa de rechazo,79.85,%
2024-08,Oficial 033,Sucursal 11,Calidad,Cumplimiento de normativa,98.56,Horas
2024-08,Oficial 033,Sucursal 11,Experiencia,Satisfacción del cliente,74.86,Puntos
2024-08,Oficial 033,Sucursal 11,Experiencia,Tasa de reclamos,89.2,%
2024-08,Oficial 033,Sucursal 11,Experiencia,Tiempo de espera,67.34,Horas
2024-08,Oficial 034,Sucursal 12,Eficiencia,Tiempo de procesamiento,61.0,Horas
2024-08,Oficial 034,Sucursal 12,Eficiencia,Clientes atendidos por hora,70.66,Horas
2024-08,Oficial 034,Sucursal 12,Eficiencia,Tasa de errores,60.69,%
2024-08,Oficial 034,Sucursal 12,Calidad,Revisión manual necesaria,69.95,Horas
2024-08,Oficial 034,Sucursal 12,Calidad,Tasa de rechazo,72.79,%
2024-08,Oficial 034,Sucursal 12,Calidad,Cumplimiento de normativa,66.05,Horas
2024-08,Oficial 034,Sucursal 12,Experiencia,Satisfacción del cliente,77.43,Puntos
2024-08,Oficial 034,Sucursal 12,Experiencia,Tasa de reclamos,92.79,%
2024-08,Oficial 034,Sucursal 12,Experiencia,Tiempo de espera,79.04,Horas
2024-08,Oficial 035,Sucursal 12,Eficiencia,Tiempo de procesamiento,72.25,Horas
2024-08,Oficial 035,Sucursal 12,Eficiencia,Clientes atendidos por hora,83.42,Horas
2024-08,Oficial 035,Sucursal 12,Eficiencia,Tasa de errores,92.18,%
2024-08,Oficial 035,Sucursal 12,Calidad,Revisión manual necesaria,67.6,Horas
2024-08,Oficial 035,Sucursal 12,Calidad,Tasa de rechazo,67.45,%
2024-08,Oficial 035,Sucursal 12,Calidad,Cumplimiento de normativa,60.5,Horas
2024-08,Oficial 035,Sucursal 12,Experiencia,Satisfacción del cliente,93.12,Puntos
2024-08,Oficial 035,Sucursal 12,Experiencia,Tasa de reclamos,80.11,%
2024-08,Oficial 035,Sucursal 12,Experiencia,Tiempo de espera,100.0,Horas
2024-08,Oficial 036,Sucursal 12,Eficiencia,Tiempo de procesamiento,67.17,Horas
2024-08,Oficial 036,Sucursal 12,Eficiencia,Clientes atendidos por hora,62.91,Horas
2024-08,Oficial 036,Sucursal 12,Eficiencia,Tasa de errores,79.52,%
2024-08,Oficial 036,Sucursal 12,Calidad,Revisión manual necesaria,72.28,Horas
2024-08,Oficial 036,Sucursal 12,Calidad,Tasa de rechazo,76.27,%
2024-08,Oficial 036,Sucursal 12,Calidad,Cumplimiento de normativa,79.84,Horas
2024-08,Oficial 036,Sucursal 12,Experiencia,Satisfacción del cliente,87.15,Puntos
2024-08,Oficial 036,Sucursal 12,Experiencia,Tasa de reclamos,97.95,%
2024-08,Oficial 036,Sucursal 12,Experiencia,Tiempo de espera,64.65,Horas
2024-08,Oficial 037,Sucursal 13,Eficiencia,Tiempo de procesamiento,76.65,Horas
2024-08,Oficial 037,Sucursal 13,Eficiencia,Clientes atendidos por hora,93.66,Horas
2024-08,Oficial 037,Sucursal 13,Eficiencia,Tasa de errores,68.45,%
2024-08,Oficial 037,Sucursal 13,Calidad,Revisión manual necesaria,90.39,Horas
2024-08,Oficial 037,Sucursal 13,Calidad,Tasa de rechazo,80.03,%
2024-08,Oficial 037,Sucursal 13,Calidad,Cumplimiento de normativa,99.95,Horas
2024-08,Oficial 037,Sucursal 13,Experiencia,Satisfacción del cliente,63.49,Puntos
2024-08,Oficial 037,Sucursal 13,Experiencia,Tasa de reclamos,70.01,%
2024-08,Oficial 037,Sucursal 13,Experiencia,Tiempo de espera,69.85,Horas
2024-08,Oficial 038,Sucursal 13,Eficiencia,Tiempo de procesamiento,67.59,Horas
2024-08,Oficial 038,Sucursal 13,Eficiencia,Clientes atendidos por hora,71.81,Horas
2024-08,Oficial 038,Sucursal 13,Eficiencia,Tasa de errores,92.1,%
2024-08,Oficial 038,Sucursal 13,Calidad,Revisión manual necesaria,97.11,Horas
2024-08,Oficial 038,Sucursal 13,Calidad,Tasa de rechazo,65.83,%
2024-08,Oficial 038,Sucursal 13,Calidad,Cumplimiento de normativa,65.19,Horas
2024-08,Oficial 038,Sucursal 13,Experiencia,Satisfacción del cliente,96.94,Puntos
2024-08,Oficial 038,Sucursal 13,Experiencia,Tasa de reclamos,64.76,%
2024-08,Oficial 038,Sucursal 13,Experiencia,Tiempo de espera,75.32,Horas
2024-08,Oficial 039,Sucursal 13,Eficiencia,Tiempo de procesamiento,61.49,Horas
2024-08,Oficial 039,Sucursal 13,Eficiencia,Clientes atendidos por hora,91.53,Horas
2024-08,Oficial 039,Sucursal 13,Eficiencia,Tasa de errores,98.26,%
2024-08,Oficial 039,Sucursal 13,Calidad,Revisión manual necesaria,78.06,Horas
2024-08,Oficial 039,Sucursal 13,Calidad,Tasa de rechazo,99.12,%
2024-08,Oficial 039,Sucursal 13,Calidad,Cumplimiento de normativa,64.92,Horas
2024-08,Oficial 039,Sucursal 13,Experiencia,Satisfacción del cliente,92.8,Puntos
2024-08,Oficial 039,Sucursal 13,Experiencia,Tasa de reclamos,81.32,%
2024-08,Oficial 039,Sucursal 13,Experiencia,Tiempo de espera,86.19,Horas
2024-08,Oficial 040,Sucursal 14,Eficiencia,Tiempo de procesamiento,74.3,Horas
2024-08,Oficial 040,Sucursal 14,Eficiencia,Clientes atendidos por hora,76.59,Horas
2024-08,Oficial 040,Sucursal 14,Eficiencia,Tasa de errores,75.93,%
2024-08,Oficial 040,Sucursal 14,Calidad,Revisión manual necesaria,88.44,Horas
2024-08,Oficial 040,Sucursal 14,Calidad,Tasa de rechazo,66.89,%
2024-08,Oficial 040,Sucursal 14,Calidad,Cumplimiento de normativa,72.67,Horas
2024-08,Oficial 040,Sucursal 14,Experiencia,Satisfacción del cliente,88.23,Puntos
2024-08,Oficial 040,Sucursal 14,Experiencia,Tasa de reclamos,87.9,%
2024-08,Oficial 040,Sucursal 14,Experiencia,Tiempo de espera,97.91,Horas
2024-08,Oficial 041,Sucursal 14,Eficiencia,Tiempo de procesamiento,89.61,Horas
2024-08,Oficial 041,Sucursal 14,Eficiencia,Clientes atendidos por hora,99.22,Horas
2024-08,Oficial 041,Sucursal 14,Eficiencia,Tasa de errores,75.07,%
2024-08,Oficial 041,Sucursal 14,Calidad,Revisión manual necesaria,64.44,Horas
2024-08,Oficial 041,Sucursal 14,Calidad,Tasa de rechazo,90.68,%
2024-08,Oficial 041,Sucursal 14,Calidad,Cumplimiento de normativa,82.26,Horas
2024-08,Oficial 041,Sucursal 14,Experiencia,Satisfacción del cliente,65.43,Puntos
2024-08,Oficial 041,Sucursal 14,Experiencia,Tasa de reclamos,89.78,%
2024-08,Oficial 041,Sucursal 14,Experiencia,Tiempo de espera,80.2,Horas
2024-08,Oficial 042,Sucursal 14,Eficiencia,Tiempo de procesamiento,93.03,Horas
2024-08,Oficial 042,Sucursal 14,Eficiencia,Clientes atendidos por hora,65.0,Horas
2024-08,Oficial 042,Sucursal 14,Eficiencia,Tasa de errores,73.27,%
2024-08,Oficial 042,Sucursal 14,Calidad,Revisión manual necesaria,70.06,Horas
2024-08,Oficial 042,Sucursal 14,Calidad,Tasa de rechazo,82.84,%
2024-08,Oficial 042,Sucursal 14,Calidad,Cumplimiento de normativa,61.81,Horas
2024-08,Oficial 042,Sucursal 14,Experiencia,Satisfacción del cliente,81.65,Puntos
2024-08,Oficial 042,Sucursal 14,Experiencia,Tasa de reclamos,69.82,%
2024-08,Oficial 042,Sucursal 14,Experiencia,Tiempo de espera,74.2,Horas
2024-08,Oficial 043,Sucursal 15,Eficiencia,Tiempo de procesamiento,75.57,Horas
2024-08,Oficial 043,Sucursal 15,Eficiencia,Clientes atendidos por hora,70.75,Horas
2024-08,Oficial 043,Sucursal 15,Eficiencia,Tasa de errores,60.44,%
2024-08,Oficial 043,Sucursal 15,Calidad,Revisión manual necesaria,65.46,Horas
2024-08,Oficial 043,Sucursal 15,Calidad,Tasa de rechazo,69.52,%
2024-08,Oficial 043,Sucursal 15,Calidad,Cumplimiento de normativa,76.26,Horas
2024-08,Oficial 043,Sucursal 15,Experiencia,Satisfacción del cliente,82.56,Puntos
2024-08,Oficial 043,Sucursal 15,Experiencia,Tasa de reclamos,62.35,%
2024-08,Oficial 043,Sucursal 15,Experiencia,Tiempo de espera,79.13,Horas
2024-08,Oficial 044,Sucursal 15,Eficiencia,Tiempo de procesamiento,82.24,Horas
2024-08,Oficial 044,Sucursal 15,Eficiencia,Clientes atendidos por hora,96.28,Horas
2024-08,Oficial 044,Sucursal 15,Eficiencia,Tasa de errores,89.76,%
2024-08,Oficial 044,Sucursal 15,Calidad,Revisión manual necesaria,99.3,Horas
2024-08,Oficial 044,Sucursal 15,Calidad,Tasa de rechazo,98.58,%
2024-08,Oficial 044,Sucursal 15,Calidad,Cumplimiento de normativa,72.9,Horas
2024-08,Oficial 044,Sucursal 15,Experiencia,Satisfacción del cliente,76.58,Puntos
2024-08,Oficial 044,Sucursal 15,Experiencia,Tasa de reclamos,61.04,%
2024-08,Oficial 044,Sucursal 15,Experiencia,Tiempo de espera,87.71,Horas
2024-08,Oficial 045,Sucursal 15,Eficiencia,Tiempo de procesamiento,63.36,Horas
2024-08,Oficial 045,Sucursal 15,Eficiencia,Clientes atendidos por hora,80.61,Horas
2024-08,Oficial 045,Sucursal 15,Eficiencia,Tasa de errores,96.37,%
2024-08,Oficial 045,Sucursal 15,Calidad,Revisión manual necesaria,98.95,Horas
2024-08,Oficial 045,Sucursal 15,Calidad,Tasa de rechazo,81.36,%
2024-08,Oficial 045,Sucursal 15,Calidad,Cumplimiento de normativa,82.93,Horas
2024-08,Oficial 045,Sucursal 15,Experiencia,Satisfacción del cliente,63.76,Puntos
2024-08,Oficial 045,Sucursal 15,Experiencia,Tasa de reclamos,94.64,%
2024-08,Oficial 045,Sucursal 15,Experiencia,Tiempo de espera,90.17,Horas
2024-08,Oficial 046,Sucursal 16,Eficiencia,Tiempo de procesamiento,89.1,Horas
2024-08,Oficial 046,Sucursal 16,Eficiencia,Clientes atendidos por hora,99.21,Horas
2024-08,Oficial 046,Sucursal 16,Eficiencia,Tasa de errores,62.98,%
2024-08,Oficial 046,Sucursal 16,Calidad,Revisión manual necesaria,70.45,Horas
2024-08,Oficial 046,Sucursal 16,Calidad,Tasa de rechazo,99.92,%
2024-08,Oficial 046,Sucursal 16,Calidad,Cumplimiento de normativa,60.9,Horas
2024-08,Oficial 046,Sucursal 16,Experiencia,Satisfacción del cliente,89.86,Puntos
2024-08,Oficial 046,Sucursal 16,Experiencia,Tasa de reclamos,62.09,%
2024-08,Oficial 046,Sucursal 16,Experiencia,Tiempo de espera,78.24,Horas
2024-08,Oficial 047,Sucursal 16,Eficiencia,Tiempo de procesamiento,81.28,Horas
2024-08,Oficial 047,Sucursal 16,Eficiencia,Clientes atendidos por hora,76.17,Horas
2024-08,Oficial 047,Sucursal 16,Eficiencia,Tasa de errores,82.22,%
2024-08,Oficial 047,Sucursal 16,Calidad,Revisión manual necesaria,80.88,Horas
2024-08,Oficial 047,Sucursal 16,Calidad,Tasa de rechazo,63.5,%
2024-08,Oficial 047,Sucursal 16,Calidad,Cumplimiento de normativa,76.18,Horas
2024-08,Oficial 047,Sucursal 16,Experiencia,Satisfacción del cliente,66.13,Puntos
2024-08,Oficial 047,Sucursal 16,Experiencia,Tasa de reclamos,91.44,%
2024-08,Oficial 047,Sucursal 16,Experiencia,Tiempo de espera,89.38,Horas
2024-08,Oficial 048,Sucursal 16,Eficiencia,Tiempo de procesamiento,88.51,Horas
2024-08,Oficial 048,Sucursal 16,Eficiencia,Clientes atendidos por hora,95.1,Horas
2024-08,Oficial 048,Sucursal 16,Eficiencia,Tasa de errores,74.66,%
2024-08,Oficial 048,Sucursal 16,Calidad,Revisión manual necesaria,75.01,Horas
2024-08,Oficial 048,Sucursal 16,Calidad,Tasa de rechazo,86.75,%
2024-08,Oficial 048,Sucursal 16,Calidad,Cumplimiento de normativa,96.47,Horas
2024-08,Oficial 048,Sucursal 16,Experiencia,Satisfacción del cliente,88.31,Puntos
2024-08,Oficial 048,Sucursal 16,Experiencia,Tasa de reclamos,95.94,%
2024-08,Oficial 048,Sucursal 16,Experiencia,Tiempo de espera,76.95,Horas
2024-08,Oficial 049,Sucursal 17,Eficiencia,Tiempo de procesamiento,65.65,Horas
2024-08,Oficial 049,Sucursal 17,Eficiencia,Clientes atendidos por hora,81.41,Horas
2024-08,Oficial 049,Sucursal 17,Eficiencia,Tasa de errores,99.06,%
2024-08,Oficial 049,Sucursal 17,Calidad,Revisión manual necesaria,86.0,Horas
2024-08,Oficial 049,Sucursal 17,Calidad,Tasa de rechazo,86.22,%
2024-08,Oficial 049,Sucursal 17,Calidad,Cumplimiento de normativa,78.47,Horas
2024-08,Oficial 049,Sucursal 17,Experiencia,Satisfacción del cliente,74.45,Puntos
2024-08,Oficial 049,Sucursal 17,Experiencia,Tasa de reclamos,83.68,%
2024-08,Oficial 049,Sucursal 17,Experiencia,Tiempo de espera,71.07,Horas
2024-08,Oficial 050,Sucursal 17,Eficiencia,Tiempo de procesamiento,99.55,Horas
2024-08,Oficial 050,Sucursal 17,Eficiencia,Clientes atendidos por hora,71.19,Horas
2024-08,Oficial 050,Sucursal 17,Eficiencia,Tasa de errores,69.48,%
2024-08,Oficial 050,Sucursal 17,Calidad,Revisión manual necesaria,87.2,Horas
2024-08,Oficial 050,Sucursal 17,Calidad,Tasa de rechazo,93.28,%
2024-08,Oficial 050,Sucursal 17,Calidad,Cumplimiento de normativa,94.35,Horas
2024-08,Oficial 050,Sucursal 17,Experiencia,Satisfacción del cliente,69.13,Puntos
2024-08,Oficial 050,Sucursal 17,Experiencia,Tasa de reclamos,75.65,%
2024-08,Oficial 050,Sucursal 17,Experiencia,Tiempo de espera,87.26,Horas
2024-08,Oficial 051,Sucursal 17,Eficiencia,Tiempo de procesamiento,60.08,Horas
2024-08,Oficial 051,Sucursal 17,Eficiencia,Clientes atendidos por hora,93.08,Horas
2024-08,Oficial 051,Sucursal 17,Eficiencia,Tasa de errores,86.04,%
2024-08,Oficial 051,Sucursal 17,Calidad,Revisión manual necesaria,91.39,Horas
2024-08,Oficial 051,Sucursal 17,Calidad,Tasa de rechazo,78.79,%
2024-08,Oficial 051,Sucursal 17,Calidad,Cumplimiento de normativa,64.96,Horas
2024-08,Oficial 051,Sucursal 17,Experiencia,Satisfacción del cliente,91.91,Puntos
2024-08,Oficial 051,Sucursal 17,Experiencia,Tasa de reclamos,94.01,%
2024-08,Oficial 051,Sucursal 17,Experiencia,Tiempo de espera,64.63,Horas
2024-08,Oficial 052,Sucursal 18,Eficiencia,Tiempo de procesamiento,82.46,Horas
2024-08,Oficial 052,Sucursal 18,Eficiencia,Clientes atendidos por hora,64.65,Horas
2024-08,Oficial 052,Sucursal 18,Eficiencia,Tasa de errores,63.16,%
2024-08,Oficial 052,Sucursal 18,Calidad,Revisión manual necesaria,81.62,Horas
2024-08,Oficial 052,Sucursal 18,Calidad,Tasa de rechazo,70.58,%
2024-08,Oficial 052,Sucursal 18,Calidad,Cumplimiento de normativa,90.91,Horas
2024-08,Oficial 052,Sucursal 18,Experiencia,Satisfacción del cliente,98.64,Puntos
2024-08,Oficial 052,Sucursal 18,Experiencia,Tasa de reclamos,66.3,%
2024-08,Oficial 052,Sucursal 18,Experiencia,Tiempo de espera,81.08,Horas
2024-08,Oficial 053,Sucursal 18,Eficiencia,Tiempo de procesamiento,97.72,Horas
2024-08,Oficial 053,Sucursal 18,Eficiencia,Clientes atendidos por hora,75.62,Horas
2024-08,Oficial 053,Sucursal 18,Eficiencia,Tasa de errores,64.08,%
2024-08,Oficial 053,Sucursal 18,Calidad,Revisión manual necesaria,96.44,Horas
2024-08,Oficial 053,Sucursal 18,Calidad,Tasa de rechazo,92.36,%
2024-08,Oficial 053,Sucursal 18,Calidad,Cumplimiento de normativa,97.23,Horas
2024-08,Oficial 053,Sucursal 18,Experiencia,Satisfacción del cliente,88.64,Puntos
2024-08,Oficial 053,Sucursal 18,Experiencia,Tasa de reclamos,77.22,%
2024-08,Oficial 053,Sucursal 18,Experiencia,Tiempo de espera,84.38,Horas
2024-08,Oficial 054,Sucursal 18,Eficiencia,Tiempo de procesamiento,69.12,Horas
2024-08,Oficial 054,Sucursal 18,Eficiencia,Clientes atendidos por hora,84.99,Horas
2024-08,Oficial 054,Sucursal 18,Eficiencia,Tasa de errores,60.31,%
2024-08,Oficial 054,Sucursal 18,Calidad,Revisión manual necesaria,61.31,Horas
2024-08,Oficial 054,Sucursal 18,Calidad,Tasa de rechazo,67.55,%
2024-08,Oficial 054,Sucursal 18,Calidad,Cumplimiento de normativa,95.66,Horas
2024-08,Oficial 054,Sucursal 18,Experiencia,Satisfacción del cliente,94.82,Puntos
2024-08,Oficial 054,Sucursal 18,Experiencia,Tasa de reclamos,97.17,%
2024-08,Oficial 054,Sucursal 18,Experiencia,Tiempo de espera,71.9,Horas
2024-08,Oficial 055,Sucursal 19,Eficiencia,Tiempo de procesamiento,65.37,Horas
2024-08,Oficial 055,Sucursal 19,Eficiencia,Clientes atendidos por hora,75.71,Horas
2024-08,Oficial 055,Sucursal 19,Eficiencia,Tasa de errores,68.46,%
2024-08,Oficial 055,Sucursal 19,Calidad,Revisión manual necesaria,63.5,Horas
2024-08,Oficial 055,Sucursal 19,Calidad,Tasa de rechazo,70.92,%
2024-08,Oficial 055,Sucursal 19,Calidad,Cumplimiento de normativa,61.44,Horas
2024-08,Oficial 055,Sucursal 19,Experiencia,Satisfacción del cliente,62.52,Puntos
2024-08,Oficial 055,Sucursal 19,Experiencia,Tasa de reclamos,83.13,%
2024-08,Oficial 055,Sucursal 19,Experiencia,Tiempo de espera,90.95,Horas
2024-08,Oficial 056,Sucursal 19,Eficiencia,Tiempo de procesamiento,75.21,Horas
2024-08,Oficial 056,Sucursal 19,Eficiencia,Clientes atendidos por hora,75.09,Horas
2024-08,Oficial 056,Sucursal 19,Eficiencia,Tasa de errores,75.45,%
2024-08,Oficial 056,Sucursal 19,Calidad,Revisión manual necesaria,97.46,Horas
2024-08,Oficial 056,Sucursal 19,Calidad,Tasa de rechazo,60.39,%
2024-08,Oficial 056,Sucursal 19,Calidad,Cumplimiento de normativa,62.41,Horas
